Altium Designer Pick and Place Locations
C:\Users\gharris\projects\keyboard\pokey\pokey\Manufacturing\pokey v1.0-A01\Pick and Place\Pick and Place (pokey v1.0-A01).csv

========================================================================================================================
File Design Information:

Date:       29/06/19
Time:       18:23
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C4.1","4.7uF","BottomLayer","1608[0603]","7815.000","1249.035","270",""
"C3.1","10u","BottomLayer","1210","7440.000","2002.500","0",""
"C2.1","10u","BottomLayer","1210","2190.000","2002.500","0",""
"C1.3.85","100n","BottomLayer","0402","662.066","3671.516","90",""
"C1.3.84","100n","BottomLayer","0402","1412.066","3671.516","90",""
"C1.3.83","100n","BottomLayer","0402","2162.066","3671.516","90",""
"C1.3.82","100n","BottomLayer","0402","2912.066","3671.516","90",""
"C1.3.81","100n","BottomLayer","0402","3662.066","3671.516","90",""
"C1.3.80","100n","BottomLayer","0402","4412.066","3671.516","90",""
"C1.3.79","100n","BottomLayer","0402","5162.066","3671.516","90",""
"C1.3.78","100n","BottomLayer","0402","5912.066","3671.516","90",""
"C1.3.77","100n","BottomLayer","0402","6662.066","3671.516","90",""
"C1.3.76","100n","BottomLayer","0402","6887.066","3256.516","90",""
"C1.3.75","100n","BottomLayer","0402","8162.066","3671.516","90",""
"C1.3.74","100n","BottomLayer","0402","8912.066","3671.516","90",""
"C1.3.73","100n","BottomLayer","0402","9662.066","3671.516","90",""
"C1.3.72","100n","BottomLayer","0402","10787.066","3671.516","90",""
"C1.3.71","100n","BottomLayer","0402","11912.066","3671.516","90",""
"C1.3.70","100n","BottomLayer","0402","12653.858","3667.698","90",""
"C1.3.69","100n","BottomLayer","0402","13412.066","3671.516","90",""
"C1.3.68","100n","BottomLayer","0402","14162.066","3671.516","90",""
"C1.3.67","100n","BottomLayer","0402","849.566","2921.516","90",""
"C1.3.66","100n","BottomLayer","0402","1787.066","2921.516","90",""
"C1.3.65","100n","BottomLayer","0402","2537.066","2921.516","90",""
"C1.3.64","100n","BottomLayer","0402","3287.066","2921.516","90",""
"C1.3.63","100n","BottomLayer","0402","4037.066","2921.516","90",""
"C1.3.62","100n","BottomLayer","0402","4787.066","2921.516","90",""
"C1.3.61","100n","BottomLayer","0402","5537.066","2921.516","90",""
"C1.3.60","100n","BottomLayer","0402","6287.066","2921.516","90",""
"C1.3.59","100n","BottomLayer","0402","7037.066","2921.516","90",""
"C1.3.58","100n","BottomLayer","0402","7787.066","2921.516","90",""
"C1.3.57","100n","BottomLayer","0402","8537.066","2921.516","90",""
"C1.3.56","100n","BottomLayer","0402","9287.066","2921.516","90",""
"C1.3.55","100n","BottomLayer","0402","10037.066","2921.516","90",""
"C1.3.54","100n","BottomLayer","0402","10974.566","2921.516","90",""
"C1.3.53","100n","BottomLayer","0402","1037.066","2171.516","90",""
"C1.3.52","100n","BottomLayer","0402","1974.566","2171.516","90",""
"C1.3.51","100n","BottomLayer","0402","2724.566","2171.516","90",""
"C1.3.50","100n","BottomLayer","0402","3474.566","2171.516","90",""
"C1.3.49","100n","BottomLayer","0402","4224.566","2171.516","90",""
"C1.3.48","100n","BottomLayer","0402","4974.566","2171.516","90",""
"C1.3.47","100n","BottomLayer","0402","5724.566","2171.516","90",""
"C1.3.46","100n","BottomLayer","0402","6474.566","2171.516","90",""
"C1.3.45","100n","BottomLayer","0402","7224.566","2171.516","90",""
"C1.3.44","100n","BottomLayer","0402","7974.566","2171.516","90",""
"C1.3.43","100n","BottomLayer","0402","8724.566","2171.516","90",""
"C1.3.42","100n","BottomLayer","0402","9474.566","2171.516","90",""
"C1.3.41","100n","BottomLayer","0402","10693.316","2171.516","90",""
"C1.3.40","100n","BottomLayer","0402","1224.566","1421.516","90",""
"C1.3.39","100n","BottomLayer","0402","2349.566","1421.516","90",""
"C1.3.38","100n","BottomLayer","0402","3099.566","1421.516","90",""
"C1.3.37","100n","BottomLayer","0402","3849.566","1421.516","90",""
"C1.3.36","100n","BottomLayer","0402","4599.566","1421.516","90",""
"C1.3.35","100n","BottomLayer","0402","5349.566","1421.516","90",""
"C1.3.34","100n","BottomLayer","0402","6099.566","1421.516","90",""
"C1.3.33","100n","BottomLayer","0402","6849.566","1421.516","90",""
"C1.3.32","100n","BottomLayer","0402","7599.566","1421.516","90",""
"C1.3.31","100n","BottomLayer","0402","8349.566","1421.516","90",""
"C1.3.30","100n","BottomLayer","0402","9099.566","1421.516","90",""
"C1.3.29","100n","BottomLayer","0402","10130.816","1421.516","90",""
"C1.3.28","100n","BottomLayer","0402","755.816","671.516","90",""
"C1.3.27","100n","BottomLayer","0402","1599.566","671.516","90",""
"C1.3.26","100n","BottomLayer","0402","2349.566","671.516","90",""
"C1.3.25","100n","BottomLayer","0402","3099.566","671.516","90",""
"C1.3.24","100n","BottomLayer","0402","4037.066","671.516","90",""
"C1.3.23","100n","BottomLayer","0402","4974.566","671.516","90",""
"C1.3.22","100n","BottomLayer","0402","5724.566","671.516","90",""
"C1.3.21","100n","BottomLayer","0402","6662.066","671.516","90",""
"C1.3.20","100n","BottomLayer","0402","7599.566","671.516","90",""
"C1.3.19","100n","BottomLayer","0402","8537.067","671.516","90",""
"C1.3.18","100n","BottomLayer","0402","9568.316","671.516","90",""
"C1.3.17","100n","BottomLayer","0402","10412.066","671.516","90",""
"C1.3.16","100n","BottomLayer","0402","11162.066","671.516","90",""
"C1.3.15","100n","BottomLayer","0402","11912.066","671.516","90",""
"C1.3.14","100n","BottomLayer","0402","11162.066","1421.516","90",""
"C1.3.13","100n","BottomLayer","0402","11912.066","2921.516","90",""
"C1.3.12","100n","BottomLayer","0402","12662.066","2921.516","90",""
"C1.3.11","100n","BottomLayer","0402","13412.066","2921.516","90",""
"C1.3.10","100n","BottomLayer","0402","11912.066","2171.516","90",""
"C1.3.9","100n","BottomLayer","0402","12662.066","2171.516","90",""
"C1.3.8","100n","BottomLayer","0402","13412.066","2171.516","90",""
"C1.3.7","100n","BottomLayer","0402","14162.066","2546.516","90",""
"C1.3.6","100n","BottomLayer","0402","11912.066","1421.516","90",""
"C1.3.5","100n","BottomLayer","0402","12662.066","1421.516","90",""
"C1.3.4","100n","BottomLayer","0402","13412.066","1421.516","90",""
"C1.3.3","100n","BottomLayer","0402","12662.066","671.516","90",""
"C1.3.2","100n","BottomLayer","0402","13412.066","671.516","90",""
"C1.3.1","100n","BottomLayer","0402","14162.066","1046.516","90",""
"C1.1","10u","BottomLayer","1210","12127.066","2002.500","0",""
"U6.2","MC74HC165A","BottomLayer","TSSOP16_N","10357.279","2857.421","90","IC SHIFT REGISTER IN 8BIT"
"U5.2","SN74AHC123A","BottomLayer","TSSOP16_N","10057.205","3309.567","180","IC DUAL RETRIG MULTIVIB"
"U4.2","SN74AHC123A","BottomLayer","TSSOP16_N","11186.777","3309.567","180","IC DUAL RETRIG MULTIVIB"
"R10.2","100k","BottomLayer","0402","10292.500","2633.484","90",""
"R9.2","100k","BottomLayer","0402","10337.500","2633.484","90",""
"R2.2","1k","BottomLayer","0402","11001.699","3435.772","90",""
"R1.2","1k","BottomLayer","0402","11371.699","3190.772","270",""
"C10.2","100n","BottomLayer","0402","10222.500","2763.484","90",""
"C9.2","47p","BottomLayer","0402","9872.126","3358.804","90",""
"C8.2","100n","BottomLayer","0402","10153.110","3174.788","180",""
"C7.2","150p","BottomLayer","0402","10242.126","3263.804","270",""
